Cidades,Geocode
silvânia,3123809.0
sobral,3123858.0
sorocaba,3123908.0
sousa,3124005.0
suzano,3124104.0
são bernardo do campo,3124203.0
são caetano do sul,3124302.0
são domingos,3124401.0
são francisco do sul,3124500.0
são gonçalo do amarante,3124609.0
são gonçalo,3124807.0
são josé de mipibu,3124906.0
são josé do divino,3125002.0
são josé do rio preto,3125101.0
são josé dos campos,3125200.0
são josé dos pinhais,3125309.0
são josé,3125408.0
são joão del rei,3125507.0
são leopoldo,3125606.0
são lourenço da mata,3125705.0
são lourenço do oeste,3125804.0
são ludgero,3125903.0
são luís,3125952.0
são mateus,3126000.0
são paulo,3126109.0
são roque do canaã,3126208.0
são sebastião,3126307.0
taboão da serra,3126406.0
taquara,3126505.0
tatuí,3126604.0
taubaté,3126703.0
teixeira de freitas,3126752.0
telêmaco borba,3126802.0
teresina,3126901.0
terra rica,3127008.0
tibau,3127057.0
tijucas,3127073.0
timbé do sul,3127107.0
timóteo,3127206.0
torres,3127305.0
tubarão,3127339.0
uberaba,3127354.0
uberlândia,3127370.0
umuarama,3127388.0
união da vitória,3127404.0
urussanga,3127503.0
valença,3127602.0
valinhos,3127701.0
valparaíso de goiás,3127800.0
vargem grande paulista,3127909.0
viamão,3128006.0
vila velha,3128105.0
vitória,3128204.0
volta redonda,3128253.0
várzea grande,3128303.0
águas lindas de goiás,3128402.0
acrelândia,3128501.0
alagoinhas,3128600.0
alvorada,3128709.0
ananindeua,3128808.0
angra dos reis,3128907.0
anta gorda,3129004.0
anápolis,3129103.0
aparecida de goiânia,3129202.0
apodi,3129301.0
aquiraz,3129400.0
aracaju,3129509.0
araguaína,3129608.0
arujá,3129657.0
açu,3129707.0
bagé,3129806.0
balneário camboriú,3129905.0
barra mansa,3130002.0
barreiras,3130051.0
barueri,3130101.0
batayporã,3130200.0
beberibe,3130309.0
belo horizonte,3130408.0
belo jardim,3130507.0
belém,3130556.0
bento gonçalves,3130606.0
betim,3130655.0
blumenau,3130705.0
boa esperança,3130804.0
boa vista,3130903.0
boca do acre,3131000.0
bom despacho,3131109.0
bonfim,3131158.0
brasília,3131208.0
braço do norte,3131307.0
brodowski,3131406.0
brumado,3131505.0
brusque,3131604.0
cachoeira do sul,3131703.0
cachoeiro de itapemirim,3131802.0
caicó,3131901.0
cajamar,3132008.0
camaquã,3132107.0
camaragibe,3132206.0
camaçari,3132305.0
camboriú,3132404.0
campina grande,3132503.0
campinas,3132602.0
campo belo,3132701.0
campo bom,3132800.0
campo grande,3132909.0
campo largo,3133006.0
campo mourão,3133105.0
campos altos,3133204.0
campos dos goytacazes,3133303.0
canarana,3133402.0
canelinha,3133501.0
canguçu,3133600.0
canoas,3133709.0
capão da canoa,3133758.0
cariacica,3133808.0
carlos barbosa,3133907.0
carmo do cajuru,3134004.0
caruaru,3134103.0
cascavel,3134202.0
castanhal,3134301.0
castelo,3134400.0
castro,3134509.0
catalão,3134608.0
caucaia,3134707.0
caxias do sul,3134806.0
cerro grande do sul,3134905.0
chapecó,3135001.0
charqueadas,3135050.0
cianorte,3135076.0
conceição do jacuípe,3135100.0
conde,3135209.0
contagem,3135308.0
contenda,3135357.0
coronel fabriciano,3135407.0
cotia,3135456.0
criciúma,3135506.0
cruzeiro do sul,3135605.0
cuiabá,3135704.0
curitiba,3135803.0
diadema,3135902.0
dias d'ávila,3136009.0
divinópolis,3136108.0
dois irmãos,3136207.0
dom pedrito,3136306.0
dourados,3136405.0
duque de caxias,3136504.0
eldorado do sul,3136520.0
embu das artes,3136553.0
erechim,3136579.0
estrela,3136603.0
estância velha,3136652.0
extrema,3136702.0
farroupilha,3136801.0
faxinal,3136900.0
feira de santana,3136959.0
ferraz de vasconcelos,3137007.0
florianópolis,3137106.0
fortaleza,3137205.0
fortim,3137403.0
foz do iguaçu,3137502.0
garibaldi,3137536.0
gaspar,3137601.0
goiana,3137700.0
goianésia,3137809.0
goiânia,3137908.0
governador valadares,3138005.0
gravatal,3138104.0
gravataí,3138203.0
guapimirim,3138302.0
guarapari,3138351.0
guarapuava,3138401.0
guarulhos,3138500.0
guaíra,3138609.0
guimarânia,3138625.0
hidrolândia,3138658.0
hortolândia,3138674.0
igaracy,3138682.0
ilhéus,3138708.0
imbituba,3138807.0
indaial,3138906.0
ipatinga,3139003.0
ipiaú,3139102.0
iracemápolis,3139201.0
iretama,3139250.0
itaboraí,3139300.0
itabuna,3139409.0
itacoatiara,3139508.0
itagibá,3139607.0
itaitinga,3139706.0
itaituba,3139805.0
itajaí,3139904.0
itamaraju,3140001.0
itapema,3140100.0
itapemirim,3140159.0
itapevi,3140209.0
itororó,3140308.0
itumbiara,3140407.0
itupeva,3140506.0
ivoti,3140530.0
jaboatão dos guararapes,3140555.0
jaguariúna,3140605.0
jaguaruna,3140704.0
jaraguá do sul,3140803.0
jaru,3140852.0
jataí,3140902.0
jequié,3141009.0
ji-paraná,3141108.0
joinville,3141207.0
joão pessoa,3141306.0
juazeiro do norte,3141405.0
juazeiro,3141504.0
juiz de fora,3141603.0
jundiaí,3141702.0
lages,3141801.0
lagoa da prata,3141900.0
laguna,3142007.0
lajeado,3142106.0
linhares,3142205.0
londrina,3142254.0
louveira,3142304.0
luziânia,3142403.0
luís gomes,3142502.0
macapá,3142601.0
macaíba,3142700.0
maceió,3142809.0
mairiporã,3142908.0
manacapuru,3143005.0
manaus,3143104.0
mangaratiba,3143153.0
manhuaçu,3143203.0
marabá,3143302.0
maracanaú,3143401.0
maranguape,3143450.0
marau,3143500.0
marechal cândido rondon,3143609.0
mariana,3143708.0
maringá,3143807.0
mariópolis,3143906.0
matinhos,3144003.0
mauriti,3144102.0
mauá,3144201.0
medianeira,3144300.0
miguel pereira,3144359.0
mogi das cruzes,3144375.0
monte alegre,3144409.0
mossoró,3144508.0
muriaé,3144607.0
natal,3144656.0
navegantes,3144672.0
niterói,3144706.0
nossa senhora da glória,3144805.0
nova iguaçu,3144904.0
nova lima,3145000.0
nova monte verde,3145059.0
nova palma,3145109.0
nova soure,3145208.0
novo airão,3145307.0
novo hamburgo,3145356.0
osasco,3145372.0
osório,3145406.0
palmares,3145455.0
palmas,3145505.0
papanduva,3145604.0
paranavaí,3145703.0
parauapebas,3145802.0
paraí,3145851.0
parnamirim,3145877.0
parnaíba,3145901.0
passa e fica,3146008.0
passo fundo,3146107.0
pato branco,3146206.0
patos,3146255.0
patrocínio,3146305.0
paulínia,3146404.0
peabiru,3146503.0
pelotas,3146552.0
penápolis,3146602.0
pescaria brava,3146701.0
petrolina,3146750.0
petrópolis,3146909.0
piracicaba,3147006.0
piratini,3147105.0
pojuca,3147204.0
pomerode,3147303.0
ponta grossa,3147402.0
ponta porã,3147501.0
porto acre,3147600.0
porto alegre,3147709.0
porto belo,3147808.0
porto feliz,3147907.0
porto real do colégio,3147956.0
porto seguro,3148004.0
porto velho,3148103.0
poá,3148202.0
poços de caldas,3148301.0
prado,3148400.0
propriá,3148509.0
quatiguá,3148608.0
quixadá,3148707.0
rancho queimado,3148756.0
recife,3148806.0
resende,3148905.0
ribeirão pires,3149002.0
ribeirão preto,3149101.0
rio bonito,3149150.0
rio branco do sul,3149200.0
rio branco,3149309.0
rio claro,3149408.0
rio grande,3149507.0
rio negro,3149606.0
rio verde de mato grosso,3149705.0
rio verde,3149804.0
rio das ostras,3149903.0
rio de janeiro,3149952.0
rolante,3150000.0
rondonópolis,3150109.0
sabará,3150158.0
salvador,3150208.0
sant'ana do livramento,3150307.0
santa luzia,3150406.0
santa maria,3150505.0
santa teresa,3150570.0
santana de parnaíba,3150604.0
santiago,3150703.0
santo andré,3150802.0
santo antônio da patrulha,3150901.0
santos,3151008.0
sapiranga,3151107.0
serafina corrêa,3151206.0
seropédica,3151305.0
serra do salitre,3151404.0
serra,3151503.0
sete lagoas,3151602.0
siderópolis,3151701.0
sidrolândia,3151800.0
silvânia,3151909.0
sobral,3152006.0
sorocaba,3152105.0
sousa,3152131.0
suzano,3152170.0
são bernardo do campo,3152204.0
são caetano do sul,3152303.0
são domingos,3152402.0
são francisco do sul,3152501.0
são gonçalo do amarante,3152600.0
são gonçalo,3152709.0
são josé de mipibu,3152808.0
são josé do divino,3152907.0
são josé do rio preto,3153004.0
são josé dos campos,3153103.0
são josé dos pinhais,3153202.0
são josé,3153301.0
são joão del rei,3153400.0
são leopoldo,3153509.0
são lourenço da mata,3153608.0
são lourenço do oeste,3153707.0
são ludgero,3153806.0
são luís,3153905.0
são mateus,3154002.0
são paulo,3154101.0
são pedro,3154150.0
são roque do canaã,3154200.0
são sebastião,3154309.0
taboão da serra,3154408.0
taquara,3154457.0
taquari,3154507.0
tatuí,3154705.0
taubaté,3154804.0
teixeira de freitas,3154903.0
telêmaco borba,3155009.0
teresina,3155108.0
teresópolis,3155207.0
terra rica,3155306.0
tibau,3155405.0
tijucas,3155504.0
timbé do sul,3155603.0
timóteo,3155702.0
torres,3155801.0
tubarão,3155900.0
uberaba,3156007.0
uberlândia,3156106.0
umuarama,3156205.0
unaí,3156304.0
união da vitória,3156403.0
urussanga,3156452.0
valença,3156502.0
valinhos,3156601.0
valparaíso de goiás,3156700.0
vargem grande paulista,3156809.0
viamão,3156908.0
vila velha,3157005.0
vitória,3157104.0
volta redonda,3157203.0
várzea grande,3157252.0
águas lindas de goiás,3157278.0
abaetetuba,3157302.0
acrelândia,3157377.0
alagoinhas,3157401.0
alcinópolis,3157500.0
alfenas,3157658.0
alto rio novo,3157708.0
alvorada,3157807.0
americana,3157906.0
ananindeua,3158003.0
angra dos reis,3158102.0
anta gorda,3158201.0
anápolis,3158300.0
aparecida de goiânia,3158409.0
apodi,3158508.0
aquiraz,3158607.0
aracaju,3158706.0
araguaína,3158805.0
araçatuba,3158904.0
arujá,3158953.0
açu,3159001.0
bagé,3159100.0
balneário camboriú,3159209.0
barra mansa,3159308.0
barra,3159357.0
barreiras,3159407.0
barueri,3159506.0
batayporã,3159605.0
bauru,3159704.0
beberibe,3159803.0
belo horizonte,3159902.0
belo jardim,3160009.0
belém,3160108.0
bento gonçalves,3160207.0
betim,3160306.0
blumenau,3160405.0
boa esperança,3160504.0
boa vista,3160603.0
boca do acre,3160702.0
bom despacho,3160801.0
bonfim,3160900.0
brasília,3160959.0
braço do norte,3161007.0
brodowski,3161106.0
brumado,3161205.0
brusque,3161304.0
cachoeira paulista,3161403.0
cachoeira do sul,3161502.0
cachoeirinha,3161601.0
cachoeiro de itapemirim,3161700.0
caicó,3161809.0
cajamar,3161908.0
camaquã,3162005.0
camaragibe,3162104.0
camaçari,3162203.0
camboriú,3162252.0
campina grande,3162302.0
campinas,3162401.0
campo belo,3162450.0
campo bom,3162500.0
campo grande,3162559.0
campo largo,3162575.0
campo mourão,3162609.0
campos altos,3162658.0
campos dos goytacazes,3162708.0
canarana,3162807.0
candeias,3162906.0
canelinha,3162922.0
canguçu,3162948.0
canoas,3162955.0
capão da canoa,3163003.0
cariacica,3163102.0
carlos barbosa,3163201.0
carmo do cajuru,3163300.0
caruaru,3163409.0
cascavel,3163508.0
castanhal,3163607.0
castelo,3163706.0
castro,3163805.0
catalão,3163904.0
catu,3164001.0
caucaia,3164100.0
caxias do sul,3164209.0
cerro grande do sul,3164308.0
chapecó,3164407.0
charqueadas,3164431.0
cianorte,3164472.0
coaraci,3164605.0
conceição do jacuípe,3164704.0
conde,3164803.0
contagem,3164902.0
contenda,3165008.0
coronel fabriciano,3165107.0
criciúma,3165305.0
cruzeiro do sul,3165404.0
cuiabá,3165503.0
curitiba,3165537.0
diadema,3165552.0
dias d'ávila,3165560.0
divinópolis,3165578.0
dois irmãos,3165602.0
dom pedrito,3165701.0
dourados,3165800.0
duque de caxias,3165909.0
eldorado do sul,3166006.0
embu das artes,3166105.0
erechim,3166204.0
estrela,3166303.0
estância velha,3166402.0
extrema,3166501.0
farroupilha,3166709.0
faxinal,3166808.0
feira de santana,3166907.0
ferraz de vasconcelos,3166956.0
florianópolis,3167103.0
fortaleza,3167202.0
fortim,3167301.0
foz do iguaçu,3167400.0
francisco beltrão,3167509.0
franco da rocha,3167608.0
garibaldi,3167707.0
gaspar,3167806.0
goiana,3167905.0
goianésia,3168002.0
goiânia,3168051.0
governador valadares,3168101.0
gravatal,3168200.0
gravataí,3168309.0
guapimirim,3168408.0
guarapari,3168507.0
guarapuava,3168606.0
guarujá,3168705.0
guarulhos,3168804.0
guaíra,3168903.0
guimarânia,3169000.0
hidrolândia,3169059.0
hortolândia,3169109.0
igaracy,3169208.0
ilhéus,3169307.0
imbituba,3169356.0
indaial,3169406.0
ipatinga,3169505.0
ipiaú,3169604.0
ipubi,3169703.0
iracemápolis,3169802.0
iretama,3169901.0
itaboraí,3170008.0
itabuna,3170057.0
itacoatiara,3170107.0
itagibá,3170206.0
itaitinga,3170305.0
itaituba,3170404.0
itajaí,3170438.0
itajuípe,3170503.0
itamaraju,3170529.0
itapecerica da serra,3170578.0
itapema,3170602.0
itapemirim,3170701.0
itapevi,3170750.0
itaquaquecetuba,3170800.0
itororó,3170909.0
itumbiara,3171006.0
itupeva,3171071.0
ivoti,3171105.0
jaboatão dos guararapes,3171154.0
jaguariúna,3171204.0
jaguaruna,3171303.0
jaraguá do sul,3171402.0
jaru,3171501.0
jataí,3171600.0
jequié,3171709.0
ji-paraná,3171808.0
joinville,3171907.0
joão pessoa,3172004.0
juazeiro do norte,3172103.0
juazeiro,3172202.0
juiz de fora,3200102.0
jundiaí,3200136.0
lages,3200169.0
lagoa da prata,3200201.0
laguna,3200300.0
lajeado,3200359.0
lapa,3200409.0
lençóis paulista,3200508.0
linhares,3200607.0
louveira,3200805.0
luziânia,3200904.0
luís gomes,3201001.0
macapá,3201100.0
macaé,3201159.0
macaíba,3201209.0
maceió,3201308.0
mairiporã,3201407.0
manacapuru,3201506.0
manaus,3201605.0
mangaratiba,3201704.0
manhuaçu,3201803.0
marabá,3201902.0
maracanaú,3202009.0
maranguape,3202108.0
marau,3202207.0
marechal cândido rondon,3202256.0
mariana,3202306.0
maringá,3202405.0
marituba,3202454.0
mariópolis,3202504.0
matinhos,3202553.0
matão,3202603.0
mauriti,3202652.0
mauá,3202702.0
medeiros neto,3202801.0
medianeira,3202900.0
miguel pereira,3203007.0
mogi guaçu,3203056.0
mogi das cruzes,3203106.0
monte alegre,3203130.0
mossoró,3203163.0
muriaé,3203205.0
natal,3203304.0
navegantes,3203320.0
niterói,3203346.0
nossa senhora da glória,3203353.0
nova andradina,3203403.0
nova iguaçu,3203502.0
nova lima,3203601.0
nova monte verde,3203700.0
nova odessa,3203809.0
nova palma,3203908.0
nova soure,3204005.0
novo airão,3204054.0
novo hamburgo,3204104.0
osasco,3204203.0
osório,3204252.0
palmares,3204302.0
palmas,3204351.0
papanduva,3204401.0
paranaiguara,3204500.0
paranavaí,3204559.0
parauapebas,3204609.0
paraí,3204658.0
parnamirim,3204708.0
parnaíba,3204807.0
passa e fica,3204906.0
passo fundo,3204955.0
pato branco,3205002.0
patos,3205010.0
patrocínio,3205036.0
paulínia,3205069.0
peabiru,3205101.0
pelotas,3205150.0
penápolis,3205176.0
pescaria brava,3205200.0
petrolina,3205309.0
petrópolis,3300100.0
piracicaba,3300159.0
pirajuí,3300209.0
piratini,3300225.0
pojuca,3300233.0
pomerode,3300258.0
ponta grossa,3300308.0
ponta porã,3300407.0
porto acre,3300506.0
porto alegre,3300605.0
porto belo,3300704.0
porto feliz,3300803.0
porto real do colégio,3300902.0
porto seguro,3300936.0
porto velho,3300951.0
poá,3301009.0
poços de caldas,3301108.0
prado,3301157.0
propriá,3301207.0
quatiguá,3301306.0
quatro barras,3301405.0
quixadá,3301504.0
rancho queimado,3301603.0
recife,3301702.0
resende,3301801.0
ribeirão pires,3301850.0
ribeirão preto,3301876.0
rio bonito,3301900.0
rio branco do sul,3302007.0
rio branco,3302056.0
rio claro,3302106.0
rio grande,3302205.0
rio negro,3302254.0
rio verde de mato grosso,3302270.0
rio verde,3302304.0
rio das ostras,3302403.0
rio de janeiro,3302452.0
rolante,3302502.0
rondonópolis,3302601.0
sabará,3302809.0
salto de pirapora,3302908.0
salvador,3303005.0
sant'ana do livramento,3303104.0
santa isabel,3303203.0
santa luzia,3303302.0
santa maria,3303401.0
santa quitéria,3303500.0
santa rosa,3303609.0
santa teresa,3303708.0
santana de parnaíba,3303807.0
santiago,3303856.0
santo andré,3303906.0
santo antônio da patrulha,3303955.0
santos,3304003.0
sapiranga,3304102.0
serafina corrêa,3304110.0
seropédica,3304128.0
serra do salitre,3304151.0
serra,3304201.0
sete lagoas,3304300.0
siderópolis,3304409.0
sidrolândia,3304508.0
silvânia,3304524.0
sobral,3304557.0
sorocaba,3304607.0
sousa,3304706.0
suzano,3304755.0
são bernardo do campo,3304805.0
são caetano do sul,3304904.0
são domingos do sul,3305000.0
são domingos,3305133.0
são francisco do sul,3305158.0
são gonçalo do amarante,3305208.0
são gonçalo,3305307.0
são josé de mipibu,3305406.0
são josé do divino,3305505.0
são josé do rio pardo,3305554.0
são josé do rio preto,3305604.0
são josé dos campos,3305703.0
são josé dos pinhais,3305752.0
são josé,3305802.0
são joão del rei,3305901.0
são leopoldo,3306008.0
são lourenço da mata,3306107.0
são lourenço do oeste,3306156.0
são ludgero,3306206.0
são luís,3306305.0
são mateus,3500105.0
são paulo,3500204.0
são pedro da aldeia,3500303.0
são pedro,3500402.0
são roque do canaã,3500501.0
são sebastião,3500550.0
são vicente,3500600.0
taboão da serra,3500709.0
taquara,3500758.0
taquari,3500808.0
tatuí,3500907.0
taubaté,3501004.0
teixeira de freitas,3501103.0
telêmaco borba,3501152.0
teresina,3501202.0
teresópolis,3501301.0
terra rica,3501400.0
tibau,3501509.0
tijucas,3501608.0
timbé do sul,3501707.0
timóteo,3501806.0
torres,3501905.0
tubarão,3502002.0
tucuruí,3502101.0
uberaba,3502200.0
uberlândia,3502309.0
umuarama,3502408.0
unaí,3502507.0
união da vitória,3502606.0
urussanga,3502705.0
valença,3502754.0
valinhos,3502804.0
valparaíso de goiás,3502903.0
vargem grande paulista,3503000.0
verê,3503109.0
viamão,3503158.0
viana,3503208.0
vila velha,3503307.0
vinhedo,3503356.0
vitória,3503406.0
volta redonda,3503505.0
votorantim,3503604.0
votuporanga,3503703.0
várzea grande,3503802.0
águas lindas de goiás,3503901.0
abaetetuba,3504008.0
acrelândia,3504107.0
afonso cláudio,3504206.0
alagoinhas,3504305.0
alcinópolis,3504404.0
alegrete,3504503.0
alfenas,3504602.0
aliança,3504800.0
alto rio novo,3504909.0
alvorada,3505005.0
americana,3505104.0
ananindeua,3505203.0
angra dos reis,3505302.0
anta gorda,3505351.0
anápolis,3505401.0
aparecida de goiânia,3505500.0
apodi,3505609.0
aquiraz,3505708.0
aracaju,3505807.0
aracruz,3505906.0
araguari,3506003.0
araguaína,3506102.0
arapongas,3506201.0
araucária,3506300.0
araçatuba,3506359.0
arraial do cabo,3506409.0
arujá,3506508.0
assis chateaubriand,3506607.0
açailândia,3506706.0
açu,3506805.0
bagé,3506904.0
balneário camboriú,3507001.0
barcarena,3507100.0
barra mansa,3507159.0
barra do rocha,3507209.0
barra,3507308.0
barreiras,3507407.0
barueri,3507456.0
batayporã,3507506.0
bauru,3507605.0
beberibe,3507704.0
belo horizonte,3507753.0
belo jardim,3507803.0
belém,3507902.0
bento gonçalves,3508009.0
betim,3508108.0
blumenau,3508207.0
boa esperança,3508306.0
boa vista,3508405.0
boca do acre,3508504.0
bom despacho,3508603.0
bonfim,3508702.0
brasília,3508801.0
braço do norte,3508900.0
brodowski,3509106.0
brumado,3509205.0
brusque,3509254.0
cabedelo,3509304.0
cachoeira paulista,3509403.0
cachoeira do sul,3509452.0
cachoeirinha,3509502.0
cachoeiro de itapemirim,3509601.0
caicó,3509700.0
cajamar,3509809.0
caldas novas,3509908.0
camaquã,3509957.0
camaragibe,3510005.0
camaçari,3510153.0
camboriú,3510203.0
cambé,3510302.0
campestre de goiás,3510401.0
campina grande,3510500.0
campinas,3510708.0
campo belo,3510807.0
campo bom,3511003.0
campo grande,3511102.0
campo largo,3511201.0
campo mourão,3511300.0
campos altos,3511409.0
campos dos goytacazes,3511508.0
canarana,3511607.0
candeias,3511706.0
canelinha,3511904.0
canguçu,3512001.0
canoas,3512100.0
capitólio,3512209.0
capão da canoa,3512308.0
cariacica,3512407.0
carlos barbosa,3512506.0
carmo do cajuru,3512605.0
caruaru,3512704.0
cascavel,3512803.0
castanhal,3512902.0
castelo,3513009.0
castro,3513108.0
catalão,3513207.0
catu,3513306.0
caucaia,3513405.0
caxias do sul,3513504.0
ceará-mirim,3513603.0
cerro grande do sul,3513702.0
chapecó,3513801.0
charqueadas,3513850.0
cianorte,3513900.0
cidade ocidental,3514007.0
coaraci,3514106.0
conceição do jacuípe,3514205.0
conde,3514304.0
contagem,3514403.0
contenda,3514502.0
coronel fabriciano,3514601.0
cotia,3514700.0
criciúma,3514809.0
cruzeiro do sul,3514908.0
cuiabá,3514924.0
curitiba,3514957.0
diadema,3515004.0
dias d'ávila,3515129.0
divinópolis,3515152.0
dois irmãos,3515186.0
dom pedrito,3515194.0
dourados,3515202.0
duque de caxias,3515301.0
eldorado do sul,3515350.0
embu das artes,3515400.0
erechim,3515509.0
estrela,3515608.0
estância velha,3515657.0
eusébio,3515707.0
extrema,3515806.0
farroupilha,3515905.0
faxinal,3516002.0
fazenda rio grande,3516101.0
feira de santana,3516200.0
ferraz de vasconcelos,3516309.0
florianópolis,3516408.0
fortaleza,3516507.0
fortim,3516606.0
foz do iguaçu,3516705.0
francisco beltrão,3516804.0
franco da rocha,3516853.0
garibaldi,3516903.0
gaspar,3517000.0
goiana,3517109.0
goianésia,3517208.0
goioerê,3517307.0
goiânia,3517406.0
governador valadares,3517505.0
gravatal,3517604.0
gravataí,3517703.0
guapimirim,3517802.0
guarapari,3517901.0
guarapuava,3518008.0
guarujá,3518107.0
guarulhos,3518206.0
guaíra,3518305.0
guimarânia,3518404.0
hidrolândia,3518503.0
hortolândia,3518602.0
ibaiti,3518701.0
igaracy,3518800.0
ilhéus,3518859.0
imbituba,3518909.0
imperatriz,3519006.0
indaial,3519055.0
indaiatuba,3519071.0
ipatinga,3519105.0
ipiaú,3519204.0
ipubi,3519253.0
iracemápolis,3519303.0
iretama,3519402.0
itaboraí,3519501.0
itabuna,3519600.0
itacoatiara,3519709.0
itagibá,3519808.0
itaitinga,3519907.0
itaituba,3520004.0
itajaí,3520103.0
itajuípe,3520202.0
itamaraju,3520301.0
itanhaém,3520426.0
itapecerica da serra,3520442.0
itapema,3520509.0
itapemirim,3520608.0
itapevi,3520707.0
itaquaquecetuba,3520806.0
itororó,3520905.0
itumbiara,3521002.0
itupeva,3521101.0
ivoti,3521150.0
jaboatão dos guararapes,3521200.0
jaguariúna,3521309.0
jaguaruna,3521408.0
jaraguá do sul,3521507.0
jaru,3521606.0
jataí,3521705.0
jequié,3521804.0
ji-paraná,3521903.0
joinville,3522000.0
joão pessoa,3522109.0
juazeiro do norte,3522158.0
juazeiro,3522208.0
juiz de fora,3522307.0
jundiaí,3522406.0
lages,3522505.0
lagoa da prata,3522604.0
laguna,3522653.0
lajeado,3522703.0
lapa,3522802.0
lavras,3522901.0
lençóis paulista,3523008.0
limeira,3523107.0
linhares,3523206.0
londrina,3523305.0
louveira,3523404.0
luziânia,3523503.0
luís gomes,3523602.0
macapá,3523701.0
macaé,3523800.0
macaíba,3523909.0
maceió,3524006.0
mairiporã,3524105.0
manacapuru,3524204.0
manaus,3524303.0
mangaratiba,3524402.0
manhuaçu,3524501.0
marabá,3524600.0
maracanaú,3524709.0
maranguape,3524808.0
marau,3524907.0
marechal cândido rondon,3525201.0
mariana,3525300.0
maringá,3525409.0
marituba,3525508.0
mariópolis,3525607.0
matinhos,3525706.0
matão,3525805.0
mauriti,3525854.0
mauá,3525904.0
medeiros neto,3526001.0
medianeira,3526100.0
miguel pereira,3526209.0
mogi guaçu,3526308.0
mogi das cruzes,3526407.0
monte alegre,3526506.0
mossoró,3526605.0
muriaé,3526704.0
natal,3526803.0
navegantes,3526902.0
niterói,3527009.0
nossa senhora da glória,3527108.0
nova andradina,3527207.0
nova iguaçu,3527306.0
nova lima,3527405.0
nova monte verde,3527504.0
nova odessa,3527603.0
nova palma,3527702.0
nova soure,3527801.0
novo airão,3527900.0
novo hamburgo,3528007.0
osasco,3528106.0
osório,3528304.0
palmares,3528403.0
palmas,3528502.0
papanduva,3528601.0
paranaiguara,3528700.0
paranavaí,3528809.0
parauapebas,3528858.0
paraí,3528908.0
parnamirim,3529005.0
parnaíba,3529104.0
passa e fica,3529203.0
passo fundo,3529302.0
pato branco,3529401.0
patos,3529500.0
patrocínio,3529609.0
paulínia,3529658.0
peabiru,3529708.0
pelotas,3529807.0
penápolis,3529906.0
pescaria brava,3530003.0
petrolina,3530102.0
petrópolis,3530201.0
piracicaba,3530300.0
pirajuí,3530409.0
piratini,3530508.0
pojuca,3530607.0
pomerode,3530706.0
ponta grossa,3530805.0
ponta porã,3530904.0
porto acre,3531001.0
porto alegre,3531100.0
porto belo,3531209.0
porto feliz,3531308.0
porto real do colégio,3531407.0
porto seguro,3531506.0
porto velho,3531605.0
pouso alegre,3531704.0
poá,3531803.0
poços de caldas,3531902.0
prado,3532009.0
praia grande,3532058.0
propriá,3532108.0
quatiguá,3532157.0
quatro barras,3532207.0
quixadá,3532306.0
rancho queimado,3532405.0
recife,3532504.0
resende,3532603.0
ribeirão pires,3532702.0
ribeirão preto,3532801.0
rio bonito,3532827.0
rio branco do sul,3532843.0
rio branco,3532900.0
rio claro,3533007.0
rio grande,3533106.0
rio negro,3533205.0
rio verde de mato grosso,3533254.0
rio verde,3533304.0
rio das ostras,3533403.0
rio de janeiro,3533502.0
rolante,3533601.0
rondonópolis,3533700.0
sabará,3533809.0
salto de pirapora,3533908.0
salvador,3534005.0
sant'ana do livramento,3534104.0
santa isabel,3534203.0
santa luzia,3534302.0
santa maria,3534401.0
santa quitéria,3534500.0
santa rosa,3534609.0
santa teresa,3534708.0
santana de parnaíba,3534757.0
santarém,3534807.0
santiago,3534906.0
santo andré,3535002.0
santo antônio da patrulha,3535101.0
santos,3535200.0
sapiranga,3535309.0
serafina corrêa,3535408.0
seropédica,3535507.0
serra do salitre,3535606.0
serra,3535705.0
sete lagoas,3535804.0
siderópolis,3535903.0
sidrolândia,3536000.0
silvânia,3536109.0
sobral,3536208.0
sorocaba,3536307.0
sousa,3536406.0
suzano,3536505.0
são bernardo do campo,3536570.0
são caetano do sul,3536604.0
são domingos do sul,3536703.0
são domingos,3536802.0
são francisco do sul,3537008.0
são gonçalo do amarante,3537107.0
são gonçalo,3537156.0
são josé de mipibu,3537206.0
são josé do divino,3537305.0
são josé do rio pardo,3537404.0
são josé do rio preto,3537503.0
são josé dos campos,3537602.0
são josé dos pinhais,3537701.0
são josé,3537800.0
são joão del rei,3537909.0
são leopoldo,3538006.0
são lourenço da mata,3538105.0
são lourenço do oeste,3538204.0
são ludgero,3538303.0
são luís,3538501.0
são mateus,3538600.0
são paulo,3538709.0
são pedro da aldeia,3538808.0
são pedro,3538907.0
são roque do canaã,3539004.0
são sebastião do caí,3539103.0
são sebastião,3539202.0
são vicente,3539301.0
taboão da serra,3539400.0
tangará da serra,3539509.0
taquara,3539608.0
taquari,3539707.0
tatuí,3539806.0
taubaté,3539905.0
teixeira de freitas,3540002.0
telêmaco borba,3540101.0
teresina,3540200.0
teresópolis,3540259.0
terra rica,3540309.0
tianguá,3540408.0
tibau,3540507.0
tijucas,3540606.0
timbé do sul,3540705.0
timóteo,3540804.0
torres,3540903.0
trindade,3541000.0
três lagoas,3541059.0
tubarão,3541109.0
tucuruí,3541208.0
uberaba,3541307.0
uberlândia,3541406.0
umuarama,3541505.0
unaí,3541604.0
